cmdCode,commodity,year,world_demand_value
2207,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength",2024,7318241634.773
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2015,26543604154.37
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2016,26719470999.417
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2017,27960173277.803
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2018,30884766505.733
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2019,32436758736.267
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2020,28358146063.036
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2021,35178881704.256004
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2022,41439288109.635
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2023,40440616893.089
2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",2024,39904063854.25
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2015,627334767.8069999
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2016,657934136.476
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2017,681925902.894
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2018,749286186.952
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2019,740981403.148
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2020,850871671.505
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2021,944141072.905
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2022,902975191.034
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2023,902055999.643
2209,Vinegar and substitutes for vinegar obtained from acetic acid,2024,990274858.723
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2015,3029043844.506
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2016,3040345621.433
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2017,2841716642.417
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2018,3261673455.652
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2019,3120498022.5290003
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2020,3377635475.516
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2021,3727244142.873
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2022,4514450451.671
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2023,4951270245.379
2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",2024,4138610402.915
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2015,696179994.487
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2016,618333951.783
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2017,664589056.375
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2018,781750409.928
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2019,746075778.811
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2020,961508017.241
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2021,1215716301.794
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2022,1579837928.59
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2023,1628109447.5
2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",2024,1177223299.708
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2015,1274300032.304
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2016,1155907389.986
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2017,1327300503.394
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2018,1446050268.5609999
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2019,1470609597.506
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2020,1544731735.07
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2021,1846687878.321
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2022,2019467941.66
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2023,2009401630.964
2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",2024,1576891879.389
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2015,11837438720.901
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2016,10422800791.106
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2017,9455283512.763
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2018,11690312992.982
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2019,10809048324.762
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2020,11064144506.331
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2021,14007790550.766
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2022,17203395251.624
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2023,17901333295.885002
2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2024,16021315405.470999
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2015,12139052.71
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2016,10697873.834
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2017,12474760.939000001
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2018,11656468.338000001
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2019,14093635.227
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2020,10700705.486
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2021,14203348.86
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2022,18173770.234
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2023,10731290.788999999
2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2024,11513779.863
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2015,4899379556.719
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2016,4687662655.446
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2017,4649370737.936
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2018,5267612256.908
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2019,5122270734.385
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2020,5795979487.983
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2021,7291214585.912001
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2022,19691131.3
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils other than those of heading no. 2304 or 2305",2024,8518.0
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305",2022,8569433375.625
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305",2023,9288768160.508
2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305",2024,7751985081.2300005
2307,Wine lees; argol,2015,2649382.322
2307,Wine lees; argol,2016,2460519.825
2307,Wine lees; argol,2017,3415810.273
2307,Wine lees; argol,2018,5648838.8
2307,Wine lees; argol,2019,5646220.165
2307,Wine lees; argol,2020,10471495.266
2307,Wine lees; argol,2021,6805889.195
2307,Wine lees; argol,2022,5517174.669
2307,Wine lees; argol,2023,7149124.051
2307,Wine lees; argol,2024,7880177.381
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2015,446618467.394
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2016,481647817.977
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2017,559219091.675
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2018,660477689.648
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2019,644769393.429
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2020,564000731.899
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2021,626640980.864
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2022,714634523.698
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2023,751268247.105
2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2024,652604399.63
2309,Preparations of a kind used in animal feeding,2015,17577113539.69
2309,Preparations of a kind used in animal feeding,2016,18170622487.613
2309,Preparations of a kind used in animal feeding,2017,20558202119.722
2309,Preparations of a kind used in animal feeding,2018,22722579514.28
2309,Preparations of a kind used in animal feeding,2019,22805734080.27
2309,Preparations of a kind used in animal feeding,2020,26467570189.728
2309,Preparations of a kind used in animal feeding,2021,31492965863.755
2309,Preparations of a kind used in animal feeding,2022,34705087617.348
2309,Preparations of a kind used in animal feeding,2023,34475503549.901
2309,Preparations of a kind used in animal feeding,2024,35794617354.325
2401,"Tobacco, unmanufactured; tobacco refuse",2015,5758912157.871
2401,"Tobacco, unmanufactured; tobacco refuse",2016,5733665077.642
2401,"Tobacco, unmanufactured; tobacco refuse",2017,5684877801.248
2401,"Tobacco, unmanufactured; tobacco refuse",2018,5332818501.377
2401,"Tobacco, unmanufactured; tobacco refuse",2019,5140109061.081
2401,"Tobacco, unmanufactured; tobacco refuse",2020,4246755038.65
2401,"Tobacco, unmanufactured; tobacco refuse",2021,4645372533.459
2401,"Tobacco, unmanufactured; tobacco refuse",2022,5730583227.493
2401,"Tobacco, unmanufactured; tobacco refuse",2023,6132620518.559
2401,"Tobacco, unmanufactured; tobacco refuse",2024,6704926458.368
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2015,16599269016.324
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2016,16742935474.337
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2017,17015029036.485
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2018,20523266703.278
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2019,20287929085.819
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2020,18080776744.742
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2021,18419398167.543
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2022,18113307407.438
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2023,21023361250.154
2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",2024,15667301189.206
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2015,3815462060.168
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2016,4316921095.815
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2017,4988457988.556
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2018,5200225073.979
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2019,6159349440.384
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2020,6928862567.448999
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2021,7722738036.209
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2022,5323779628.061
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2023,5455013284.169
2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,2024,5292201966.795
2404,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",2022,9997532421.511
2404,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",2023,13082462040.692
2404,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",2024,13285746956.967
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2015,2289908060.604
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2016,1894340874.214
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2017,2041798384.149
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2018,2811365635.459
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2019,2626109002.232
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2020,2468596612.5429997
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2021,3161651627.238
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2022,3116186334.663
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2023,3000524349.934
2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2024,2805937168.171
2502,Iron pyrites; unroasted,2015,16973765.018
2502,Iron pyrites; unroasted,2016,16294845.296
2502,Iron pyrites; unroasted,2017,18508048.740000002
2502,Iron pyrites; unroasted,2018,25313464.746
2502,Iron pyrites; unroasted,2019,21034818.547000002
2502,Iron pyrites; unroasted,2020,18327745.504
2502,Iron pyrites; unroasted,2021,31298038.510999996
2502,Iron pyrites; unroasted,2022,31581644.196000002
2502,Iron pyrites; unroasted,2023,34341842.145
2502,Iron pyrites; unroasted,2024,59592396.558
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2015,1934626280.034
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2016,1365071972.462
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2017,1512742693.901
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2018,1721940912.466
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2019,1299687276.816
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2020,790248829.696
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2021,2494453412.9179997
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2022,3858981327.961
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2023,1651432279.709
2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2024,1499479230.561
2504,Graphite; natural,2015,446077178.601
2504,Graphite; natural,2016,406857488.922
2504,Graphite; natural,2017,480553937.283
2504,Graphite; natural,2018,574066690.131
2504,Graphite; natural,2019,536184026.15
2504,Graphite; natural,2020,506827591.537
2504,Graphite; natural,2021,557764156.167
2504,Graphite; natural,2022,747258884.859
2504,Graphite; natural,2023,597887516.477
2504,Graphite; natural,2024,535606979.49
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2015,952835333.231
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2016,909708316.6769999
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2017,1019481834.424
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2018,1106513942.922
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2019,1068222586.897
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2020,1027714106.635
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2021,1053904790.524
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2022,1073574123.085
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2023,1166961128.346
2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",2024,1110306277.851
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2015,387294538.30799997
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2016,390740448.384
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2017,458280275.214
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2018,467560870.452
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2019,477309177.912
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2020,576778445.147
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2021,775334654.472
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2022,756347728.0600001
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2023,717105551.587
2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2024,712012608.599
2507,Kaolin and other kaolinic clays; whether or not calcined,2015,1009092381.735
2507,Kaolin and other kaolinic clays; whether or not calcined,2016,961014999.146
2507,Kaolin and other kaolinic clays; whether or not calcined,2017,990057570.558
2507,Kaolin and other kaolinic clays; whether or not calcined,2018,1035448083.974
2507,Kaolin and other kaolinic clays; whether or not calcined,2019,910020191.118
2507,Kaolin and other kaolinic clays; whether or not calcined,2020,748427016.068
2507,Kaolin and other kaolinic clays; whether or not calcined,2021,929802995.166
2507,Kaolin and other kaolinic clays; whether or not calcined,2022,1137319102.812
2507,Kaolin and other kaolinic clays; whether or not calcined,2023,928204930.677
2507,Kaolin and other kaolinic clays; whether or not calcined,2024,947211927.1129999
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2015,1050735885.708
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2016,1045421620.937
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2017,1177411787.916
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2018,1232413055.691
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2019,1179499610.543
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2020,1154536486.7450001
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2021,1512128223.491
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2022,1522979518.293
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2023,1460032412.185
2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",2024,1351867395.369
2509,Chalk,2015,76067324.471
2509,Chalk,2016,70488805.683
2509,Chalk,2017,78537537.267
2509,Chalk,2018,72805411.81
2509,Chalk,2019,70141159.531
2509,Chalk,2020,71325569.094
2509,Chalk,2021,71768746.182
2509,Chalk,2022,72587901.144
2509,Chalk,2023,68819088.507
2509,Chalk,2024,58105148.624
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2015,3206373284.4509997
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2016,2468904173.838
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2017,2438034711.1940002
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2018,2471146979.042
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2019,2364162376.039
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2020,2357150202.607
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2021,3243900912.816
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2022,5307161215.976
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2023,4494719406.405
2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,2024,4753676093.025
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2015,756038973.428
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2016,533471607.98899996
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2017,713286665.7789999
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2018,685559324.403
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2019,706984891.086
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2020,423456493.909
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2021,612182672.6010001
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2022,711802908.797
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2023,744623397.242
2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",2024,715605744.073
2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2015,62958083.172
2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2016,66361205.769999996
2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2017,71456742.125
2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2018,80482608.231
